,Country,Year,Index,Rank,Crime Rate,Hip hop/Rap/R&b,EDM,Pop,Rock/Metal,Latin/Reggaeton,Other,Average_Day_Length
532,UKRAINE,2015,4.681,111.0,,23,0,26,8,0,15,12:19:06
533,UKRAINE,2016,4.324,123.0,,23,0,26,8,0,15,12:18:46
534,UKRAINE,2017,4.096,132.0,6.160253037,23,0,26,8,0,15,12:19:07
535,UKRAINE,2018,4.103,138.0,4.504245718,23,0,26,8,0,15,12:19:06
536,UKRAINE,2019,4.332,133.0,4.116613761,23,0,26,8,0,15,12:19:06
537,UKRAINE,2020,4.561,123.0,3.867030054,23,0,26,8,0,15,12:18:46
538,UKRAINE,2021,4.875,110.0,3.843200895,23,0,26,8,0,15,12:19:07
539,UKRAINE,2022,5.084,98.0,,23,0,26,8,0,15,12:19:07
540,URUGUAY,2013,6.355,37.0,7.689622012,50,0,30,0,32,5,12:09:28
541,URUGUAY,2014,,,7.901731939,50,0,30,0,32,5,12:09:28
542,URUGUAY,2015,6.485,32.0,8.61051173,50,0,30,0,32,5,12:09:28
543,URUGUAY,2016,6.545,29.0,7.821274217,50,0,30,0,32,5,12:09:40
544,URUGUAY,2017,6.454,28.0,8.26953301,50,0,30,0,32,5,12:09:28
545,URUGUAY,2018,6.379,31.0,12.28464664,50,0,30,0,32,5,12:09:28
546,URUGUAY,2019,6.293,33.0,11.49221279,50,0,30,0,32,5,12:09:28
547,URUGUAY,2020,6.44,26.0,9.856852547,50,0,30,0,32,5,12:09:40
548,URUGUAY,2021,6.431,31.0,8.901835953,50,0,30,0,32,5,12:09:28
549,URUGUAY,2022,6.474,30.0,,50,0,30,0,32,5,12:09:28
